Category, Gender, Weapon, Competition, Place, Date, Type, Event
Coupe du Monde,Vrsac,13.02.16,J,F,F,I,A
Alpe Adria,Udine,13.02.16,J,S,F,I,A
Coupe du Monde,Udine,13.02.16,J,E,F,I,A
Coupe du Monde,Alger,13.02.16,J,S,M,I,A
Coupe du Monde,Vancouver,12.02.16,S,E,M,I,A
Coupe du Monde,Buenos Aires,12.02.16,S,E,F,I,A
Alpe Adria,Udine,12.02.16,J,E,M,I,A
Coupe du Monde par équipes,Alger,07.02.16,S,F,F,T,A
Coupe du Monde par équipes Löwe von Bonn,Bonn,07.02.16,S,F,M,T,A
Coupe du Monde,Alger,05.02.16,S,F,F,I,A
Löwe von Bonn,Bonn,05.02.16,S,F,M,I,A
Coupe du Monde par équipes,Padoue,31.01.16,S,S,M,T,A
Coupe du Monde par équipes,Burgos,31.01.16,J,E,F,T,A
Coupe du Monde équipes,Athènes,31.01.16,S,S,F,T,A
Coupe du Monde par équipes,Zagreb,31.01.16,J,F,F,T,A
Coupe du Monde par équipes,Aix-en-Provence,31.01.16,J,F,M,T,A
Ciudad de Burgos,Burgos,30.01.16,J,E,F,I,A
Coupe du Monde,Zagreb,30.01.16,J,F,F,I,A
Coupe du Monde,Riga,30.01.16,J,E,M,I,A
Challenge Licciardi,Aix-en-Provence,30.01.16,J,F,M,I,A
Trophée Luxardo,Padoue,29.01.16,S,S,M,I,A
Coupe du Monde,Athènes,29.01.16,S,S,F,I,A
Coupe du Monde par équipes,Phoenix,24.01.16,J,S,M,T,A
Coupe du Monde par équipes,Barcelone,24.01.16,S,E,F,T,A
Coupe du Monde par équipes,Dourdan,24.01.16,J,S,F,T,A
Heidenheimer Pokal,Heidenheim,23.01.16,S,E,M,T,A
Coupe du Monde,Dourdan,23.01.16,J,S,F,I,A
Coupe du Monde,Phoenix,23.01.16,J,S,M,I,A
Ciudad de Barcelona,Barcelone,22.01.16,S,E,F,I,A
Heidenheimer Pokal,Heidenheim,21.01.16,S,E,M,I,A
Coupe du Monde par équipes,Gdansk,17.01.16,S,F,F,T,A
Coupe du Monde par équipes,Bâle,17.01.16,J,E,M,T,A
Challenge International de Paris,Paris,17.01.16,S,F,M,T,A
Tournoi de la ville de Dijon,Dijon,17.01.16,J,E,F,I,A
Trophée Maître Roger Nigon,Bâle,16.01.16,J,E,M,I,A
Challenge International de Paris,Paris,15.01.16,S,F,M,I,A
The Artus Court PKO BP,Gdansk,15.01.16,S,F,F,I,A
Leon Paul satellite fleuret masculin,Londres,10.01.16,S,F,M,I,SA
Rehbinder Prize,Stockholm,10.01.16,S,E,F,I,SA
Tournoi satellite sabre masculin,Istanbul,09.01.16,S,S,M,I,SA
Coupe du Monde,Segovia,09.01.16,J,S,F,I,A
Coupe du Monde,Mödling,09.01.16,J,F,F,I,A
Eden Cup,Londres,09.01.16,J,F,M,I,A
Coupe du Monde,Teheran,09.01.16,J,S,M,I,A
SAF-Pokalen,Stockholm,09.01.16,S,E,M,I,SA
Tournoi satellite,Istanbul,09.01.16,S,S,F,I,SA
Tournoi satellite,Cancun,15.12.15,S,S,F,I,SA
Tournoi satellite,Kocaeli,12.12.15,S,F,M,I,SA
Absolute Fencing Gear Sabre Grand Prix,Boston,12.12.15,S,S,M,I,GP
Absolute Fencing Gear Sabre Grand Prix,Boston,12.12.15,S,S,F,I,GP
Coupe du Monde,Lyon,12.12.15,J,F,F,I,A
Tournoi satellite,Kocaeli,12.12.15,S,F,F,I,SA
Coupe du Monde,Terrassa (Barcelona),12.12.15,J,F,M,I,A
Coupe du Monde par équipes,Dormagen,06.12.15,J,S,F,T,A
Grand Prix du Qatar 2015,Doha,05.12.15,S,E,F,I,GP
Preis der Chemiestadt,Dormagen,05.12.15,J,S,M,I,A
Preis der Chemiestadt,Dormagen,05.12.15,J,S,F,I,A
Grand Prix du Qatar 2015,Doha,04.12.15,S,E,M,I,GP
Coupe du Monde par équipes,Bratislava,29.11.15,J,F,M,T,A
Memorial de Martinengo,Bratislava,29.11.15,J,F,F,I,A
Tournoi satellite épée masculine,Dublin,28.11.15,S,E,M,I,SA
Memorial de Martinengo,Bratislava,28.11.15,J,F,M,I,A
Coupe du Monde par équipes,Bratislava,28.11.15,J,E,M,T,A
Mémorial de Martinengo,Bratislava,27.11.15,J,E,M,I,A
Grand Prix,Turin,27.11.15,S,F,M,I,GP
Grand Prix,Turin,27.11.15,S,F,F,I,GP
Coupe du Monde par équipes,Plovdiv,15.11.15,J,S,M,T,A
Coupe du Monde par équipes,Tallin,15.11.15,S,E,M,T,A
Coupe du Monde par équipes,Nanjing,15.11.15,S,E,F,T,A
Coupe du Monde,Plovdiv,14.11.15,J,S,M,I,A
Tournoi satellite,Ankara,14.11.15,S,F,F,I,SA
Tournoi satellite,Ankara,14.11.15,S,F,F,I,SA
Women's Sabre Junior World Cup,Plovdiv,14.11.15,J,S,F,I,A
Tournoi International,Nanjing,13.11.15,S,E,F,I,A
Glaive de Tallin,Tallin,13.11.15,S,E,M,I,A
Coupe du Monde par équipes,Tokyo,08.11.15,S,F,M,T,A
Tournoi satellite,Amsterdam,08.11.15,S,S,M,I,SA
Coupe du Monde par équipes,Espoo (Helsinki),08.11.15,J,E,F,T,A
Coupe du Monde par équipes,St-Maur,08.11.15,S,F,F,T,A
Tournoi satellite épée féminine,Copenhague,08.11.15,S,E,F,I,SA
Copa del Mundo,San Salvador,07.11.15,J,E,M,I,A
Tournoi satellite épée masculine,Copenhague,07.11.15,S,E,M,I,SA
Coupe du Monde,Espoo (Helsinki),07.11.15,J,E,F,I,A
Coupe du Monde,St-Maur,06.11.15,S,F,F,I,A
Prince Takamodo WC,Tokyo,06.11.15,S,F,M,I,A
Coupe du Monde par équipes,Orléans,01.11.15,S,S,F,T,A
Coupe du Monde par équipes,Budapest,01.11.15,S,S,M,T,A
Coupe du Monde par équipes,Bangkok,01.11.15,J,F,M,T,A
Tournoi satellite épée féminine,Oslo,01.11.15,S,E,F,I,SA
Tournoi international,Bochum,31.10.15,J,F,F,I,A
Tournoi satellite épée masculine,Oslo,31.10.15,S,E,M,I,SA
Coupe du Monde,Bangkok,31.10.15,J,F,M,I,A
Trophée BNP-Paribas,Orléans,30.10.15,S,S,F,I,A
Coupe du Monde,Budapest,30.10.15,S,S,M,I,A
Coupe du Monde par équipes,Berne,25.10.15,S,E,M,T,A
Coupe du Monde par équipes,Legnano,25.10.15,S,E,F,T,A
Coupe du Monde par équipes,Legnano,25.10.15,S,E,F,T,A
Coupe du Monde,Sosnowiec,24.10.15,J,S,F,I,A
Coupe du Monde,Berne,23.10.15,S,E,M,I,A
Coupe du Monde,Legnano,23.10.15,S,E,F,I,A
Coupe du Monde,Sosnowiec,23.10.15,J,S,M,I,A
Kupittaa tournament, épée féminine,Turku,18.10.15,S,E,F,I,SA
Coupe du Monde par équipes,San José,18.10.15,S,F,M,T,A
Tournoi satellite sabre masculin,Gand,18.10.15,S,S,M,I,SA
Coupe du Monde par équipes,Cancun,18.10.15,S,F,F,T,A
Coupe du Monde,Turku,18.10.15,J,E,M,I,A
Uhlmann-Cup,Laupheim,17.10.15,J,E,F,I,A
Kupittaa tournament, épée masculine,Turku,17.10.15,S,E,M,I,SA
Coupe du Monde,Cancun,16.10.15,S,F,F,I,A
Coupe du Monde,San José,16.10.15,S,F,M,I,A
Tournoi satellite,Cancun,13.10.15,S,F,F,I,SA
Coupe du Monde par équipes,Guatemala City,11.10.15,J,F,F,T,A
Coupe du monde par équipes,Caracas,11.10.15,S,S,F,T,A
Coupe du Monde par équipes,Leszno,11.10.15,J,F,M,T,A
Coupe du Monde par équipes,Tbilisi,11.10.15,S,S,M,T,A
Coupe du Monde,Cancun,10.10.15,J,S,M,I,A
Coupe du Monde,Leszno,10.10.15,J,F,M,I,A
Belgrade Trophy,Belgrade,10.10.15,S,E,M,I,SA
Belgrade Trophy,Belgrade,10.10.15,S,E,F,I,SA
Coupe du Monde,Guatemala City,10.10.15,J,F,F,I,A
Coupe du Monde,Tbilisi,09.10.15,S,S,M,I,A
Coupe du monde,Caracas,09.10.15,S,S,F,I,A
Coupe du Monde *,Maalot,03.10.15,J,E,F,I,A
Tournoi Satellite,Genève,03.10.15,S,E,M,I,SA
Coupe du Monde par équipes,Kuweit City,03.10.15,J,E,M,T,A
Coupe du Monde,Kuweit City,02.10.15,J,E,M,I,A
Coupe du Monde par équipes,Timisoara,27.09.15,J,F,F,T,A
Coupe Heracles Junior,Györ,26.09.15,J,F,M,I,A
Coupe du Monde,Timisoara,26.09.15,J,F,F,I,A
Coupe du Monde par équipes,San-Jose,20.09.15,J,S,F,T,A
Coupe du Monde,Budapest,20.09.15,J,E,F,I,A
Coupe du Monde par équipes,Budapest,20.09.15,J,S,M,T,A
Coupe du Monde,San-Jose,19.09.15,J,S,F,I,A
Coupe Heracles Junior,Budapest,19.09.15,J,S,M,I,A
Coupe du Monde,Luxembourg,19.09.15,J,E,M,I,A
Championnat du monde Veterans *,Limoges,25.10.15,V,S,F,T,CHM
Championnats du monde vétérans 50-59 *,Limoges,20.10.15,V,E,M,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,F,M,I,CHM
Championnats du monde vétérans 50-59 *,Limoges,20.10.15,V,F,M,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,S,M,I,CHM
Championnats du monde Vétérans par équipes *,Limoges,20.10.15,V,E,M,T,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,S,F,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,E,M,I,CHM
Championnats du monde Vétérans par équipes *,Limoges,20.10.15,V,F,M,T,CHM
Championnats du monde Vétérans 70+ *,Limoges,20.10.15,V,E,F,I,CHM
Championnats du monde Vétérans 70+ *,Limoges,20.10.15,V,E,M,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,F,F,I,CHM
Championnats du monde Vétérans 70+ *,Limoges,20.10.15,V,S,F,I,CHM
Championnats du monde Vétérans par équipes *,Limoges,20.10.15,V,F,F,T,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,E,F,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,S,F,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,E,M,I,CHM
Championnats du monde vétérans 50-59 *,Limoges,20.10.15,V,E,M,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,F,M,I,CHM
Championnats du monde vétérans 50-59 *,Limoges,20.10.15,V,F,M,I,CHM
Championnats du monde Vétérans 60-69 *,Limoges,20.10.15,V,S,M,I,CHM
Championnats du monde Vétérans par équipes *,Limoges,20.10.15,V,E,M,T,CHM
Championnats du monde Vétérans par équipes *,Limoges,20.10.15,V,F,M,T,CHM
Jeux africains,Brazaville,02.09.15,S,E,F,T,NF
Jeux africains,Brazaville,02.09.15,S,S,M,I,NF
Jeux africains,Brazaville,02.09.15,S,S,F,I,NF
Jeux africains,Brazaville,02.09.15,S,F,M,I,NF
Jeux africains,Brazaville,02.09.15,S,S,F,T,NF
Jeux africains,Brazaville,02.09.15,S,F,F,I,NF
Jeux africains,Brazaville,02.09.15,S,S,M,T,NF
Jeux africains,Brazaville,02.09.15,S,E,M,I,NF
Jeux africains,Brazaville,02.09.15,S,F,M,T,NF
Jeux africains,Brazaville,02.09.15,S,E,F,I,NF
Jeux africains,Brazaville,02.09.15,S,F,F,T,NF
Jeux africains,Brazaville,02.09.15,S,E,M,T,NF
Championnats du Monde,Moscow,18.07.15,S,F,M,T,CHM
Championnats du Monde,Moscow,18.07.15,S,F,M,T,CHM
Championnats du Monde,Moscow,17.07.15,S,E,F,T,CHM
Championnats du Monde,Moscow,17.07.15,S,E,M,T,CHM
Championnats du Monde,Moscow,16.07.15,S,S,M,T,CHM
Championnats du Monde,Moscow,16.07.15,S,S,F,T,CHM
Championnats du Monde,Moscow,15.07.15,S,F,F,I,CHM
Championnats du Monde,Moscow,15.07.15,S,F,M,I,CHM
Championnats du Monde,Moscow,14.07.15,S,E,M,I,CHM
Championnats du Monde,Moscow,14.07.15,S,E,F,I,CHM
Championnats du Monde,Moscow,13.07.15,S,S,F,I,CHM
Championnats du Monde,Moscow,13.07.15,S,S,M,I,CHM
Championnats asiatiques,Singapore,25.06.15,S,E,F,I,CHZ
Championnats asiatiques,Singapore,25.06.15,S,S,M,T,CHZ
Championnats asiatiques,Singapore,25.06.15,S,E,M,I,CHZ
Championnats asiatiques,Singapore,25.06.15,S,F,M,T,CHZ
Championnats asiatiques,Singapore,25.06.15,S,S,M,I,CHZ
Championnats asiatiques,Singapore,25.06.15,S,F,M,I,CHZ
Championnats asiatiques,Singapore,25.06.15,S,F,F,T,CHZ
Jeux Européens *,Baku,25.06.15,S,S,F,I,NF
Championnats asiatiques,Singapore,25.06.15,S,S,F,T,CHZ
Jeux Européens *,Baku,25.06.15,S,F,M,I,NF
Championnats asiatiques,Singapore,25.06.15,S,F,F,I,CHZ
Championnats asiatiques,Singapore,25.06.15,S,S,F,I,CHZ
Championnats asiatiques,Singapore,25.06.15,S,E,F,T,CHZ
Championnats asiatiques,Singapore,25.06.15,S,E,M,T,CHZ
Jeux Européens *,Baku,24.06.15,S,F,F,I,NF
Jeux Européens *,Baku,24.06.15,S,E,M,I,NF
Jeux Européens *,Baku,23.06.15,S,E,F,I,NF
Jeux Européens *,Baku,23.06.15,S,S,M,I,NF
Championnats d'Afrique,Le Caire,16.06.15,S,E,M,T,CHZ
Championnats d'Afrique,Le Caire,16.06.15,S,F,F,T,CHZ
Championnats d'Afrique,Le Caire,16.06.15,S,S,M,T,CHZ
Championnats d'Afrique,Le Caire,15.06.15,S,E,F,T,CHZ
Championnats d'Afrique,Le Caire,15.06.15,S,F,M,T,CHZ
Championnats d'Afrique,Le Caire,15.06.15,S,S,F,T,CHZ
Championnats d'Afrique,Le Caire,14.06.15,S,S,M,I,CHZ
Championnats d'Afrique,Le Caire,14.06.15,S,F,F,I,CHZ
Championnats d'Afrique,Le Caire,13.06.15,S,S,F,I,CHZ
Championnats d'Afrique,Le Caire,13.06.15,S,E,M,I,CHZ
Championnats d'Afrique,Le Caire,12.06.15,S,E,F,I,CHZ
Championnats d'Afrique,Le Caire,12.06.15,S,F,M,I,CHZ
Championnats d'Europe,Montreux,11.06.15,S,F,F,T,CHZ
Championnats d'Europe,Montreux,11.06.15,S,S,M,T,CHZ
Championnats d'Europe,Montreux,10.06.15,S,E,M,T,CHZ
Championnats d'Europe,Montreux,10.06.15,S,S,F,T,CHZ
Championnats d'Europe,Montreux,09.06.15,S,F,M,T,CHZ
Championnats d'Europe,Montreux,09.06.15,S,E,F,T,CHZ
Championnats d'Europe,Montreux,08.06.15,S,S,M,I,CHZ
Championnats d'Europe,Montreux,08.06.15,S,F,F,I,CHZ
Championnats d'Europe,Montreux,07.06.15,S,S,F,I,CHZ
Championnats d'Europe,Montreux,07.06.15,S,S,F,I,CHZ
Championnats d'Europe,Montreux,06.06.15,S,E,F,I,CHZ
Championnats d'Europe,Montreux,05.06.15,S,F,M,I,CHZ
Moscow saber Grand Prix,Moscow,29.05.15,S,S,M,I,GP
Moscow saber Grand Prix,Moscow,29.05.15,S,S,F,I,GP
Tournoi satellite sabre masculin,Reykjavik,24.05.15,S,S,M,I,SA
Grand Prix,Rio de Janeiro,23.05.15,S,E,F,I,GP
Tournoi satellite sabre féminin,Reykjavik,23.05.15,S,S,F,I,SA
Grand Prix,Rio de Janeiro,22.05.15,S,E,M,I,GP
Tournoi satellite epee feminine,Split,16.05.15,S,E,F,I,SA
Tournoi satellite,Split,16.05.15,S,E,M,I,SA
Grand Prix,Shanghai,15.05.15,S,F,F,I,GP
Grand Prix,Shanghai,15.05.15,S,F,M,I,GP
Tournoi satellite fleuret féminin,Copenhague,10.05.15,S,F,F,I,SA
Tournoi satellite,Maalot,09.05.15,S,E,F,I,SA
Tournoi satellite fleuret masculin,Copenhague,09.05.15,S,F,M,I,SA
Coupe du Monde par équipes,Tauberbischofsheim,03.05.15,S,F,F,T,A
Coupe du Monde par équipes,Madrid,03.05.15,S,S,M,T,A
Coupe du monde par équipes,Johannesbourg,03.05.15,S,E,F,T,A
Coupe du Monde par équipes,St-Petersbourg,03.05.15,S,F,M,T,A
Coupe du Monde par équipes,Beijing,03.05.15,S,S,F,T,A
Challenge SNCF Réseau,Paris,03.05.15,S,E,M,T,A
Challenge SNCF Réseau,Paris,01.05.15,S,E,M,I,A
Coupe du Monde,Johannesbourg,01.05.15,S,E,F,I,A
Coupe du Monde,Beijing,01.05.15,S,S,F,I,A
Reinhold-Würth-Cup,Tauberbischofsheim,01.05.15,S,F,F,I,A
Challenge SNCF Réseau,Paris,01.05.15,S,E,M,I,A
Coupe du Monde,Johannesbourg,01.05.15,S,E,F,I,A
Cole Cup,Londres,26.04.15,S,E,F,I,SA
Tournoi satellite,Londres,25.04.15,S,S,F,I,SA
Cole Cup,Londres,25.04.15,S,S,M,I,SA
Championnats Panaméricains,Santiago,17.04.15,S,F,M,I,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,F,M,T,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,E,M,I,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,S,F,T,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,S,M,T,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,F,F,I,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,S,F,I,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,S,M,I,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,E,F,T,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,E,M,T,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,E,F,I,CHZ
Championnats Panaméricains,Santiago,17.04.15,S,F,F,T,CHZ
Champ du monde juniors-cadets,Tashkent,08.04.15,J,E,F,T,CHM
Champ du monde juniors-cadets,Tashkent,08.04.15,J,S,M,T,CHM
Champ du monde juniors-cadets,Tashkent,07.04.15,J,F,M,T,CHM
Champ du monde juniors-cadets,Tashkent,07.04.15,J,S,M,I,CHM
Champ du monde juniors-cadets,Tashkent,07.04.15,J,E,F,I,CHM
Champ du monde juniors-cadets,Tashkent,07.04.15,J,S,F,T,CHM
Champ du monde juniors-cadets,Tashkent,06.04.15,J,F,F,T,CHM
Champ du monde juniors-cadets,Tashkent,06.04.15,J,F,M,I,CHM
Champ du monde juniors-cadets,Tashkent,06.04.15,J,E,M,T,CHM
Champ du monde juniors-cadets,Tashkent,06.04.15,J,S,F,I,CHM
Champ du monde juniors-cadets,Tashkent,05.04.15,J,F,F,I,CHM
Champ du monde juniors-cadets,Tashkent,05.04.15,J,E,M,I,CHM
Champ du monde juniors-cadets,Tashkent,03.04.15,C,S,M,I,CHM
Champ du monde juniors-cadets,Tashkent,03.04.15,C,F,F,I,CHM
Champ du monde juniors-cadets,Tashkent,02.04.15,C,F,M,I,CHM
Champ du monde juniors-cadets,Tashkent,02.04.15,C,S,F,I,CHM
Champ du monde juniors-cadets,Tashkent,01.04.15,C,E,F,I,CHM
Champ du monde juniors-cadets,Tashkent,01.04.15,C,E,M,I,CHM
Grand Prix,Séoul,28.03.15,S,S,F,I,GP
Grand Prix,Séoul,28.03.15,S,S,M,I,GP
Tournoi satellite,Rome,22.03.15,S,S,F,I,SA
Westend Grand Prix "in Memoriam Vass Imre",Budapest,20.03.15,S,E,M,I,GP
Westend Grand Prix "in Memoriam Sakovics Jozsef",Budapest,20.03.15,S,E,F,I,GP
Tournoi satellite,Sofia,14.03.15,S,E,F,I,SA
Tournoi satellite sabre masculin,Helsinki,14.03.15,S,S,M,I,SA
Tournoi Satellite,Sofia,14.03.15,S,E,M,I,SA
Grand Prix,La Havane,13.03.15,S,F,F,I,GP
Grand Prix,La Havane,13.03.15,S,F,M,I,GP
Coupe du Monde par équipes,Udine,08.03.15,J,E,F,T,A
Coupe du Monde par équipes,Udine,08.03.15,J,E,M,T,A
Coupe du Monde par équipes,Belgrade,08.03.15,J,F,F,T,A
Coupe du Monde par équipes,Alger,08.03.15,J,S,M,T,A
Tournoi satellite,Cancun,07.03.15,S,F,M,I,SA
Coupe du Monde,Alger,07.03.15,J,S,M,I,A
Alpe Adria,Udine,07.03.15,J,E,M,I,A
Coupe du Monde,Udine,07.03.15,J,E,F,I,A
Coupe du Monde,Belgrade,07.03.15,J,F,F,I,A
Alpe Adria,Udine,06.03.15,J,S,F,I,A
Alpe Adria,Udine,06.03.15,J,F,M,I,A
Championnats asiatiques juniors-Team,Abu Dhabi,05.03.15,J,F,M,T,CHZ
Championnats asiatiques juniors,Abu Dhabi,05.03.15,J,S,F,I,CHZ
Championnats asiatiques juniors,Abu Dhabi,05.03.15,J,E,M,I,CHZ
Championnats asiatiques juniors-Team,Abu Dhabi,05.03.15,J,F,F,T,CHZ
Championnats asiatiques juniors-Team,Abu Dhabi,05.03.15,J,E,M,T,CHZ
Championnats asiatiques juniors-Team,Abu Dhabi,05.03.15,J,S,M,T,CHZ
Championnats asiatiques juniors,Abu Dhabi,05.03.15,J,E,F,I,CHZ
Championnats asiatiques juniors,Abu Dhabi,05.03.15,J,F,M,I,CHZ
Championnats asiatiques juniors-Team,Abu Dhabi,05.03.15,J,E,F,T,CHZ
Championnats asiatiques juniors,Abu Dhabi,05.03.15,J,S,M,I,CHZ
Championnats asiatiques juniors-Team,Abu Dhabi,05.03.15,J,S,F,T,CHZ
Championnats asiatiques juniors,Abu Dhabi,05.03.15,J,F,F,I,CHZ
Championnats d'Afrique cadets  juniors,Alger,01.03.15,J,S,F,I,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,E,F,T,CHZ
Championnats d’Europe juniors-Team,Maribor,01.03.15,J,F,F,T,CHZ
Championnats d'Afrique cadets et juniors,Alger,01.03.15,J,E,F,I,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,F,F,T,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,S,F,T,CHZ
Championnats d’Europe juniors-Team,Maribor,01.03.15,J,F,M,T,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,E,M,T,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,F,M,T,CHZ
Championnats d'Afrique cadets juniors,Alger,01.03.15,J,F,F,I,CHZ
Championnats d’Europe juniors,Maribor,01.03.15,J,E,F,I,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,S,M,T,CHZ
Championnats d’Europe juniors,Maribor,01.03.15,J,S,F,I,CHZ
Championnats d'Afrique cadets juniors,Alger,01.03.15,J,F,M,I,CHZ
Championnats d’Europe juniors-Team,Maribor,01.03.15,J,E,M,T,CHZ
Championnats d’Europe juniors,Maribor,01.03.15,J,F,M,I,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,E,F,T,CHZ
Championnats d’Europe juniors-Team,Maribor,01.03.15,J,F,F,T,CHZ
Championnats d'Afrique cadets et juniors,Alger,01.03.15,J,E,F,I,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,F,F,T,CHZ
Championnats d'Afrique cadets juniors-Team,Alger,01.03.15,J,S,F,T,CHZ
Championnats d'Afrique cadets  juniors,Alger,01.03.15,J,S,F,I,CHZ
Championnats d’Europe juniors-Team,Maribor,01.03.15,J,E,F,T,CHZ
Championnats d’Europe juniors,Maribor,01.03.15,J,F,F,I,CHZ
Coupe du Monde par équipes,Varsovie,22.02.15,S,S,M,T,A
Coupe du Monde par équipes,Gand,22.02.15,S,S,F,T,A
Sabre de Wolodyjowski,Varsovie,20.02.15,S,S,M,I,A
Challenge Yves Brasseur,Gand,20.02.15,S,S,F,I,A
Coupe du Monde par équipes,Buenos Aires,15.02.15,S,E,F,T,A
Coupe du Monde par équipes,Vancouver,15.02.15,S,E,M,T,A
Coupe du Monde,Buenos Aires,13.02.15,S,E,F,I,A
Coupe du Monde,Vancouver,13.02.15,S,E,M,I,A
Coupe du Monde par équipes,Alger,08.02.15,S,F,F,T,A
Coupe du Monde par équipes Löwe von Bonn,Bonn,08.02.15,S,F,M,T,A
Coupe du Monde par équipes,Burgos,08.02.15,J,E,F,T,A
Ciudad de Burgos,Burgos,07.02.15,J,E,F,I,A
Coupe du Monde,Riga,07.02.15,J,E,M,I,A
Coupe du Monde,Alger,06.02.15,S,F,F,I,A
Löwe von Bonn,Bonn,06.02.15,S,F,M,I,A
Championnats Panaméricains Cadets,Toronto,02.02.15,C,S,M,I,NF
Championnats Panaméricains Juniors,Toronto,02.02.15,J,E,F,I,CHZ
Championnats Panaméricains Cadets,Toronto,02.02.15,C,S,F,I,NF
Championnats Panaméricains Juniors,Toronto,02.02.15,J,E,M,I,CHZ
Championnats Panaméricains Cadets,Toronto,02.02.15,C,F,M,I,NF
Championnats Panaméricains,Toronto,02.02.15,J,F,M,T,CHZ
Championnats Panaméricains Juniors,Toronto,02.02.15,J,F,F,I,CHZ
Championnats Panaméricains Cadets,Toronto,02.02.15,C,F,F,I,NF
Championnats Panaméricains,Toronto,02.02.15,J,F,F,T,CHZ
Championnats Panaméricains Juniors,Toronto,02.02.15,J,F,M,I,CHZ
Championnats Panaméricains Cadets,Toronto,02.02.15,C,E,M,I,NF
Championnats Panaméricains,Toronto,02.02.15,J,S,M,T,CHZ
Championnats Panaméricains Cadets,Toronto,02.02.15,C,E,F,I,NF
Championnats Panaméricains Juniors,Toronto,02.02.15,J,S,F,I,CHZ
Championnats Panaméricains,Toronto,02.02.15,J,S,F,T,CHZ
Championnats Panaméricains Juniors,Toronto,02.02.15,J,S,M,I,CHZ
Championnats Panaméricains,Toronto,02.02.15,J,E,M,T,CHZ
